10-31;Štěpánka
11-01;Felix, Kani
11-02;
11-03;Hubert
11-04;Karel
11-05;Miriam
11-06;Liběna
11-07;Saskie
11-08;Bohumír
11-09;Bohdan
11-10;Evžen
11-11;Martin
11-12;Benedikt
11-13;Tibor
11-14;Sáva
11-15;Leopold
11-16;Otmar
11-17;Mahulena
11-18;Romana
11-19;Alžběta
11-20;Nikola
11-21;Albert
11-22;Cecílie
11-23;Klement
11-24;Emílie
11-25;Kateřina
11-26;Artur
11-27;Xenie
11-28;René
11-29;Zina
11-30;Ondřej
12-01;Ivan
12-02;Blanka
12-03;Svatoslav
12-04;Barbora
12-05;Jitka
12-06;Mikuláš
12-07;Ambrož
12-08;Květoslava
12-09;Vratislav
12-10;Julie
12-11;Dana
12-12;Simona
12-13;Lucie
12-14;Lýdie
12-15;Radana
12-16;Albína
12-17;Daniel
12-18;Miloslav
12-19;Ester
12-20;Dagmar
12-21;Natálie
12-22;Šimon
12-23;Vlasta
12-24;Adam, Eva
12-25;
12-26;Štěpán
12-27;Žaneta
12-28;Bohumila
12-29;Judita
12-30;David
12-31;Silvestr
